fuente,id_origen,comprador,objeto,tipo,fecha_publicacion,fecha_apertura,estado,categoria_zona,es_ruido,keywords,url,fragmento,primera_vez_visto,vista_ultima_corrida,ultima_vez_visto
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14832/contents/2378933,General Alvear,Decreto Nº137/2026 en el boletín 94º de General Alvear,,24/04/2026,,,volumen_alto,no,"cubierta,cubiertas",https://sibom.slyt.gba.gob.ar/bulletins/14832/contents/2378933,"VISTO: El Expediente Nº: 4039-17508/2026, referente a “Adquisición de 4 cubiertas 295/80 RX 22 C/TACO para compactadora -: SEU y 4 cubiertas C/TACOS 1400 x 24 x 12 dibujo R2 P/ Motoniveladora Zanello ... […] /2026), para el día 18 de marzo de 2026, a las 11:00 hs “Adquisición de 4 cubiertas 295/80 RX 22 C/TACO para compactadora-: SEU y 4 cubiertas C/TACOS 1400 x 24 x 12 dibujo R2 P/ Motoniveladora Zanello: vial,”, por un costo aproximado de cinco millones ...",2026-04-24,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14743/contents/2371747,Moreno,Decreto Nº0167/26 en el boletín 321º de Moreno,,17/04/2026,,adjudicada,objetivo,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/14743/contents/2371747,"Adjudíquese al Concurso de Precios N° 02/2026, realizado para la adquisición de “Cubiertas y Cámaras de Aire ” solicitado por la Secretaria de Obras y Servicios Públicos, a la firma GRIAMU NEUMATICOS Y SERVICIOS SRL ...",2026-04-17,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14739/contents/2371725,Bahia Blanca,Decreto Nº713 en el boletín 487º de Bahia Blanca,,13/04/2026,,,volumen_alto,no,"bateria,baterias",https://sibom.slyt.gba.gob.ar/bulletins/14739/contents/2371725,"Visto las presentes actuaciones, referidas a la adquisición de baterías de una UPS APC SURT10000XLI y; CONSIDERANDO Que la presente adquisición incluye ... […] la provisión y reemplazo de 3 pack de baterías del equipo, utilizando baterías tipo CSB de alta capacidad de descarga de 12 volts, 5, 1 amperes. La tarea se realizará en laboratorio, realizando limpieza minuciosa de los componentes y revision ... […] oferta económica a la firma C3I S.A. Que a fojas 25, el Departamento Compras sugiere adjudicar el reemplazo de baterías UPS de CEUM a C3I S.A., Proveedor N.º5109, por mejor oferta mas econó",2026-04-13,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14747/contents/2372313,Campana,Decreto Nº255/26 en el boletín 485º de Campana,,10/04/2026,,,objetivo,no,"neumatico,neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/14747/contents/2372313,"., GTS NEUMÁTICOS S.A., NEUMÁTICOS LA CUEVA S.R.L., LENCINA VICTOR HUGO, BULL VIAL S.R.L., NEUMÁTICOS MIGUEL FERNÁNDEZ S.R.L., con sus correspondientes firmas. Que corre agregada la documentación presentada por las firmas H.K. SERVICE S.R.L ... […] ., NEUMÁTICOS LA CUEVA S.R.L. y BULL VIAL S.R.L., respectivamente. Que obra Acta de Apertura de fecha diecinueve (19) de febrero de 2026, donde se deja constancia que se procede a la apertura de los sobres que contienen las siguientes propuestas ... […] : Oferta 1 – H.K SERVICE S.R.L., Oferta 2 – NEUMÁTICOS LA CUEVA S.R.L., y Oferta 3 – BULL VIAL S.",2026-04-10,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14590/contents/2365573,Bragado,Ordenanza Nº5778 en el boletín 173º de Bragado,,10/04/2026,,,volumen_alto,no,"bateria,baterias",https://sibom.slyt.gba.gob.ar/bulletins/14590/contents/2365573,"un dispositivo de Cámara Corporal CS11 con pantalla y luz LED, calidad de imagen HD, micrófono integrado, lente rotatorio de 180º, batería recargable integrada, conexión Wifi y almacenamiento de 128 GB, a favor de la Dirección de Seguridad ... […] , micrófono integrado, lente rotatorio de 180º, batería recargable integrada, conexión Wifi y almacenamiento de 128 GB, para que sea utilizada por el personal de Tránsito municipal dependiente de la Dirección General de Seguridad de la Municipalidad ...",2026-04-10,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14708/contents/2369148,General Villegas,Ordenanza Nº6742/25 en el boletín 189º de General Villegas,,07/04/2026,,,volumen_alto,no,recapado,https://sibom.slyt.gba.gob.ar/bulletins/14708/contents/2369148,"VISTO: El Expediente Nº 11966/25, iniciado por la Directora de Rentas, elevando el proyecto de ordenanza tendiente a actualizar ... […] Gomerías, vulcanización, recapado , etc. $ 10,800 ... […] Gomerías, vulcanización, recapado , etc. $ 3,413.06 ...",2026-04-07,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14561/contents/2365906,Nueve de Julio,Resolución Nº51/2026 en el boletín 119º de Nueve de Julio,,05/04/2026,,,volumen_alto,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/14561/contents/2365906,"y Gardel, mi vehículo sufrió la rotura de una llanta a causa de un bache de gran tamaño que se encuentra en dicha arteria”. Que de lo informado por el Secretario de Obras y Servicios Públicos (fs. 6) surge que “dicha secretaria no recibió ningún ... […] Las constancias obrantes en el Expediente Municipal Nº 4082-572/2025 caratulado “Lagorio Cintia s/ rotura de llanta por bache” que tienen por objeto el reclamo de resarcimiento de los daños producidos en el vehículo con dominio AF340TD. El dictamen del Sr. Asesora Legal y Técnica en fojas 15 a 17. Jurisprudencia y doctrina aplicada a la materia",2026-04-05,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14661/contents/2364347,Bahia Blanca,Decreto Nº310 en el boletín 485º de Bahia Blanca,,27/03/2026,,,volumen_alto,no,"bateria,baterias",https://sibom.slyt.gba.gob.ar/bulletins/14661/contents/2364347,", y; CONSIDERANDO: Que, la contratación a llevar a cabo objeto de la presente solicitud, incluye servicio y gastos de 80 equipos tranceptores portátiles, sistema de trunking, reposición y reparaciones de baterías . Los equipos ... […] solicitados deben tener potencia 2.5 watts y 25 watts, batería de alto rendimiento y funcionar en el Sistema de Trunking de 800 MHZ conformado por múltiples repetidoras de alta seguridad en comunicaciones, ya que las misma se encuentran encriptadas ...",2026-03-27,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14579/contents/2358242,Coronel Rosales,Decreto Nº101 en el boletín 76º de Coronel Rosales,,11/03/2026,,,volumen_alto,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/14579/contents/2358242,"viajó a la Capital para tramitar pasaportes y se encontraba con Alberto Barco en el lugar de los hechos haciendo una exclusiva viviendo “pánico, bronca, sangre, llantos , gritos, desesperación, la congoja de los familiares…” según sus dichos ... […] La destacada trayectoria periodística llevada a cabo por la Sr Norberto “Pichi” Sella habiendo cumplido 46 años de profesión ... […] El Honorable Concejo Deliberante de Coronel Rosales declara al señor Norberto “Pichi” Sella, personalidad destacada por su labor periodística ...",2026-03-11,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14413/contents/2347155,Moreno,Decreto Nº4095/25 en el boletín 316º de Moreno,,05/02/2026,,adjudicada,objetivo,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/14413/contents/2347155,"Adjudíquese al Concurso de Precios N° 248/2025, realizado para la adquisición de “Cubiertas y cámaras de aire ” solicitado por la Secretaria de Obras y Servicios Públicos, a la firma GRIMAU NEUMATICOS Y SERVICIOS SRL. SR NAHUEL BERGUIER ...",2026-02-05,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14402/contents/2347799,General San Martín,Decreto Nº94/26 en el boletín 2026º de General San Martín,,05/02/2026,,,objetivo,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/14402/contents/2347799,"Procediendo a la baja del Patrimonio Municipal del elemento faltante AIRE ACONDICIONADO SPLIT, inventariado bajo el Nº 87641. ...",2026-02-05,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14255/contents/2343986,Coronel Dorrego,Decreto Nº2968/2025 en el boletín 193º de Coronel Dorrego,,02/02/2026,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/14255/contents/2343986,"que en la mencionada nota, el Sr. Raúl Cesareo Rodríguez solicita se otorgue la baja, por cese de actividades comerciales en el rubro “ Gomería ” otorgada mediante Resolución recaída en Expte Nº 1077/01, local ubicado ... […] la nota presentada mediante Expte. 1963/25 por el Sr. Raúl Cesareo Rodríguez ... […] ARTÍCULO 1°) Dése de baja a la Habilitación Municipal en el rubro “ Gomería ” , por cese de actividades solicitada por el Sr. RAÚL CESAREO ...",2026-02-02,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14255/contents/2344775,Coronel Dorrego,Resolución Nº0176/2025 en el boletín 193º de Coronel Dorrego,,02/02/2026,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/14255/contents/2344775,"el ejercicio del Poder de Policía que a este Municipio le confieren los Arts. 190, 191, 192 incs. 4 ... […] los antecedentes obrantes en el Expte 1196/2025 ... […] HUGO GUILLERMO- CUIL 20-30903480-6 - Ramo: “ GOMERIA ” con la finalidad de proveer a la salubridad, seguridad e higiene de la población, potestad genéricamente ...",2026-02-02,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14360/contents/2342439,Moreno,Decreto Nº3599/25 en el boletín 314º de Moreno,,27/01/2026,,adjudicada,objetivo,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/14360/contents/2342439,"Adjudíquese al Concurso de Precios N° 224/2025, realizado para la adquisición de “Cubiertas y Cámaras para Neumáticos ” solicitado por la Secretaria de Obras y Servicios Públicos, a la oferta correspondiente a la firma GRIMAU NEUMATICOS ...",2026-01-27,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14378/contents/2343125,General Alvear,Decreto Nº662/2025 en el boletín 89º de General Alvear,,27/01/2026,,,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/14378/contents/2343125,.4.0 Cubiertas y cámaras de aire ...,2026-01-27,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14378/contents/2343121,General Alvear,Decreto Nº661/2025 en el boletín 89º de General Alvear,,27/01/2026,,,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/14378/contents/2343121,.4.0 Cubiertas y cámaras de aire ...,2026-01-27,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14212/contents/2333169,Saladillo,Ordenanza Nº4162 en el boletín 118º de Saladillo,,08/01/2026,,,volumen_alto,no,protector de neumaticos,https://sibom.slyt.gba.gob.ar/bulletins/14212/contents/2333169,"de Saladillo y la Asociación Civil Sociedad Protectora de Desvalidos; que , existe un Acuerdo suscripto entre la Cooperativa Eléctrica de Consumo y Otros Servicios de Saladillo Ltda., la asociación ... […] civil Sociedad Protectora de Desvalidos y la Municipalidad de Saladillo con fecha 2 de enero de 2025; que , la Sociedad Protectora de Desvalidos es una asociación sin fines de lucro que tiene ... […] que tiene su ámbito de actuación en el partido de Saladillo, en reconocimiento a la labor desarrollada por la Sociedad Protectora de Desvalidos se decide, conjuntamente con la Cooperativa Eléctr",2026-01-08,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/13977/contents/2320477,Moreno,Decreto Nº3073/25 en el boletín 311º de Moreno,,07/01/2026,,adjudicada,objetivo,no,"neumatico,neumaticos,protector de neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/13977/contents/2320477,"Adjudíquese el Concurso de Precios N° 197/2025, realizado para la adquisición de “Cámaras para Neumáticos y Cubiertas” solicitado por la Secretaria de Obras y Servicios Públicos, a la oferta correspondiente a la firma GRIMAU NEUMATICOS ...",2026-01-07,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14091/contents/2325051,Lujan,Decreto Nº1779 en el boletín 83º de Lujan,,07/01/2026,,,objetivo,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/14091/contents/2325051,"Que el presente se dicta en ejercicio de las facultades que se derivan del artículo 108 inciso 2 de la Ley Orgánica de las Municipalidades de la Provincia de Buenos Aires. Por ello ... […] Que el Honorable Concejo Deliberante, en su Sesión de fecha 6 de octubre de 2025 ha sancionado la ORDENANZA Nº8834 ... […] EX-2024-00166070- -MUNILUJAN-HCD Promúlgase la ORDENANZA Nº8834 Designación a la calle 236 Bis con el nombre de “Nelly Dorronzoro ...",2026-01-07,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14157/contents/2328944,Saladillo,Decreto Nº971/2025 en el boletín 117º de Saladillo,,30/12/2025,,,volumen_alto,no,gomeria,https://sibom.slyt.gba.gob.ar/bulletins/14157/contents/2328944,"por la suma total de $ 3.052.476,00; La firma Nueva Gomería Palermo S.R.L., cotizó todos los ítems por la suma total de $ 24.702.068,00; y presentó una oferta alternativa para el ítem 1 por la suma de $ 467.770,00 ... […] alternativa), 3, 7, y 9 a la firma Nueva Gomería Palermo S.R.L.; los ítems 2, 4, y 8 a la firma Almeira Claudio Oscar; y los ítems 5 y 6 a la firma Saladillo Neumáticos S ... […] por las firmas Nueva Gomería Palermo S.R.L., para los ítems 1, 3, 7 y 9; Almeira Claudio Oscar, para los ítems 2, 4, y 8; y Saladillo Neumáticos S.A., para los ítems 5 y 6, son las más convenientes a",2025-12-30,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/13995/contents/2318944,General Villegas,Decreto Nº1126/25 en el boletín 183º de General Villegas,,30/12/2025,,,volumen_alto,no,"bateria,baterias",https://sibom.slyt.gba.gob.ar/bulletins/13995/contents/2318944,DE BATERIA PARA PILAS 3639 – 3640 TELEFONO CON CABLE ALCATEL ... […] 4076 CARGADOR DE BATERÍA PARA PILAS 4245 ...,2025-12-30,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14002/contents/2325961,Coronel Suárez,Decreto Nº2828/2025 en el boletín 157º de Coronel Suárez,,22/12/2025,,adjudicada,volumen_alto,no,"neumatico,neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/14002/contents/2325961,"en la marca de los neumáticos cotizados y los plazos de entrega no se pueden prever, es que solicita la des adjudicación a Julio Bordehore e Hijo SS de los ítem 1, 2, 3 y 6 ... […] el Decreto 2661 de fecha 05 de noviembre 2025, por el cual se adjudicó los ítems 1, 2, 3 y 6 de la Licitación Privada nº 33/2025, al proveedor Julio Bordehore e Hijo SS para la adquisición de Neumáticos para Gerencia Vial Rural, y - ... […] de Neumáticos para Gerencia Vial Rural de nuestra ciudad; declárese desierto el ítem 1; adjudicase los ítem 2 y 3 al proveedor Mayer Rattegan María Verónica en un importe total d",2025-12-22,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14073/contents/2323271,Bahia Blanca,Resolución Nº204 en el boletín 473º de Bahia Blanca,,22/12/2025,,,volumen_alto,no,recapado,https://sibom.slyt.gba.gob.ar/bulletins/14073/contents/2323271,"Municipal; y, CONSIDERANDO Que el agente Gino Gustavo GALVAN, legajo N°17.388 asiste el día martes 2 de diciembre de 2025 a la localidad de Coronel Pringles a fin de retirar dos neumáticos recapados por la firma Duhau, elementos ...",2025-12-22,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14002/contents/2326836,Coronel Suárez,Ordenanza Nº8462/2025 en el boletín 157º de Coronel Suárez,,22/12/2025,,,volumen_alto,no,camara de aire,https://sibom.slyt.gba.gob.ar/bulletins/14002/contents/2326836,Gerencia Vial Rural Cámara digital D 390 olimpus 2578 ... […] Climatizador de aire – marca Neil master – modelo 12 volts. 22904 ... […] Gerencia Vial Rural Climatizador de aire – marca viesa – modelo agro 24 volts - 22894 ...,2025-12-22,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14118/contents/2325888,San Vicente,Ordenanza Nº5559 en el boletín 90º de San Vicente,,19/12/2025,,,objetivo,no,"llanta,llantas",https://sibom.slyt.gba.gob.ar/bulletins/14118/contents/2325888,"comerciales: con llanta metálica: $2.735,00 con llanta ...",2025-12-19,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14084/contents/2324062,General Viamonte,Licitación Nº11/2025 en el boletín 361º de General Viamonte,,16/12/2025,,,volumen_alto,no,"neumatico,neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/14084/contents/2324062,"ARTICULADAS SOBRE NEUMATICOS Y 1 EXCAVADORA SOBRE ORUGAS” NUEVAS, PARA EL EQUIPO VIAL MUNICIPAL. - SEGUNDO LLAMADO.- PRESUPUESTO OFICIAL: $ 976.930.500,00 (PESOS ... […] : 3 MOTONIVELADORAS ARTICULADAS SOBRE NEUMÁTICOS $742.560.000,00 OBJETO 2: 1 EXCAVADORA SOBRE ... […] : 3 MOTONIVELADORA ARTICULADA SOBRE NEUMÁTICOS $ 1.485.120,00 OBJETO 2: 1 ...",2025-12-16,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/14056/contents/2322144,General Viamonte,Decreto Nº806 en el boletín 360º de General Viamonte,,12/12/2025,,,volumen_alto,no,"neumatico,neumaticos",https://sibom.slyt.gba.gob.ar/bulletins/14056/contents/2322144,"Que, de conformidad con lo peticionado por la Secretaría de Servicios Urbanos y Rurales, según la solicitud de pedido N° 5448 ... […] SOBRE NEUMÁTICOS Y UNA EXCAVADORA SOBRE ORUGAS NUEVAS. Para el Equipo Vial Municipal” , en el marco del Expediente 4053-270/2025; y ... […] Artículo 1 °. - Llámese a Licitación Pública N° 11/2025, para la “ADQUISICIÓN DE TRES MOTONIVELADORAS ARTICULADAS SOBRE NEUMÁTICOS Y UNA EXCAVADORA SOBRE ORUGAS NUEVAS ...",2025-12-12,2026-09-01,2026-09-01
sibom,https://sibom.slyt.gba.gob.ar/bulletins/13978/contents/2317422,Coronel Pringles,Decreto Nº1358/25 en el boletín 251º de Coronel Pringles,,05/12/2025,,,volumen_alto,no,"camara de aire,cubierta,cubiertas,recapado",https://sibom.slyt.gba.gob.ar/bulletins/13978/contents/2317422,"Que a fs. 01 solicita autorización para la compra de cubiertas para maquinarias viales pesadas, camiones y camionetas. La compra de las mismas será para recambio de las unidades debido al desgaste lógico del uso. Siendo ... […] dicha adquisición compartida entre las áreas de Vialidad y Servicios Urbanos; Que las cubiertas deberán ser mixtas para carretera, obras y cantera teniendo en cuenta que se utilizan tanto para viajes a corta ... […] . 2 y 3 se adjunta detalle de cantidad y medidas de las cubiertas necesarias para cada área; Que por lo expuesto se llama a Concurso de Precios N° 50/25 par",2025-12-05,2026-09-01,2026-09-01
